payment_log_id,influencer_id,payment_basis,post_id,source,invoice_date,payment_amount
plog_8676,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8677,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8678,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8679,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,72.0
plog_8680,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8681,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8682,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8683,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,304.0
plog_8684,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,96.0
plog_8685,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8686,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,304.0
plog_8687,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,120.0
plog_8688,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8689,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8690,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8691,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8692,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8693,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8694,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8695,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8696,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,120.0
plog_8697,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8698,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8699,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8700,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8701,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,72.0
plog_8702,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,72.0
plog_8703,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,72.0
plog_8704,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,72.0
plog_8705,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,120.0
plog_8706,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8707,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8708,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8709,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8710,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8711,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8712,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,72.0
plog_8713,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8714,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8715,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8716,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8717,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8718,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8719,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,304.0
plog_8720,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8721,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8722,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,72.0
plog_8723,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,304.0
plog_8724,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8725,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,72.0
plog_8726,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,304.0
plog_8727,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,120.0
plog_8728,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8729,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,96.0
plog_8730,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,72.0
plog_8731,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8732,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8733,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8734,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8735,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8736,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8737,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8738,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8739,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8740,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8741,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8742,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8743,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,96.0
plog_8744,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8745,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,72.0
plog_8746,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8747,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8748,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8749,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8750,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,72.0
plog_8751,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8752,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8753,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,120.0
plog_8754,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8755,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,96.0
plog_8756,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8757,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8758,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8759,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8760,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8761,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8762,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8763,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8764,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8765,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8766,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8767,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8768,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8769,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8770,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,304.0
plog_8771,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8772,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8773,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8774,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8775,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8776,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8777,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8778,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8779,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8780,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8781,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,120.0
plog_8782,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8783,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,120.0
plog_8784,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8785,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,72.0
plog_8786,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8787,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,304.0
plog_8788,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8789,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8790,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8791,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,120.0
plog_8792,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,304.0
plog_8793,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8794,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8795,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8796,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8797,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,120.0
plog_8798,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8799,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8800,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8801,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8802,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,96.0
plog_8803,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8804,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8805,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,304.0
plog_8806,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8807,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8808,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8809,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8810,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8811,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,120.0
plog_8812,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8813,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,120.0
plog_8814,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,304.0
plog_8815,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8816,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,96.0
plog_8817,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8818,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8819,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,96.0
plog_8820,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,304.0
plog_8821,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,96.0
plog_8822,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,120.0
plog_8823,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,120.0
plog_8824,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8825,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,72.0
plog_8826,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8827,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8828,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,304.0
plog_8829,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,304.0
plog_8830,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8831,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8832,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8833,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,304.0
plog_8834,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8835,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,304.0
plog_8836,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8837,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,72.0
plog_8838,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8839,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,72.0
plog_8840,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,96.0
plog_8841,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8842,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8843,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,72.0
plog_8844,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,96.0
plog_8845,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8846,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,72.0
plog_8847,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8848,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8849,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8850,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,120.0
plog_8851,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,72.0
plog_8852,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8853,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,96.0
plog_8854,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8855,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,72.0
plog_8856,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,96.0
plog_8857,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8858,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8859,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8860,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8861,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8862,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8863,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,96.0
plog_8864,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,304.0
plog_8865,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,96.0
plog_8866,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,120.0
plog_8867,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,120.0
plog_8868,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8869,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,96.0
plog_8870,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,96.0
plog_8871,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8872,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8873,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8874,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8875,inf_015,Order,015,trk_inf_015_post_130,2025-01-29,120.0
plog_8876,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8877,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,72.0
plog_8878,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8879,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,304.0
plog_8880,inf_015,Order,015,trk_inf_015_post_130,2025-01-27,72.0
plog_8881,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,304.0
plog_8882,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,72.0
plog_8883,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,304.0
plog_8884,inf_015,Order,015,trk_inf_015_post_130,2025-01-28,120.0
plog_8885,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,96.0
plog_8886,inf_015,Order,015,trk_inf_015_post_130,2025-01-25,304.0
plog_8887,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,120.0
plog_8888,inf_015,Order,015,trk_inf_015_post_130,2025-01-23,72.0
plog_8889,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,120.0
plog_8890,inf_015,Order,015,trk_inf_015_post_130,2025-01-24,96.0
plog_8891,inf_015,Order,015,trk_inf_015_post_130,2025-01-26,72.0
plog_9882,inf_015,Order,015,trk_inf_015_post_151,2025-07-12,96.0
plog_9883,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,304.0
plog_9884,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,304.0
plog_9885,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,72.0
plog_9886,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,72.0
plog_9887,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,72.0
plog_9888,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,304.0
plog_9889,inf_015,Order,015,trk_inf_015_post_151,2025-07-12,120.0
plog_9890,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,96.0
plog_9891,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,304.0
plog_9892,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,120.0
plog_9893,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,96.0
plog_9894,inf_015,Order,015,trk_inf_015_post_151,2025-07-11,96.0
plog_9895,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,120.0
plog_9896,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,120.0
plog_9897,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,120.0
plog_9898,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,120.0
plog_9899,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,96.0
plog_9900,inf_015,Order,015,trk_inf_015_post_151,2025-07-11,120.0
plog_9901,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,304.0
plog_9902,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,120.0
plog_9903,inf_015,Order,015,trk_inf_015_post_151,2025-07-12,72.0
plog_9904,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,120.0
plog_9905,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,72.0
plog_9906,inf_015,Order,015,trk_inf_015_post_151,2025-07-11,304.0
plog_9907,inf_015,Order,015,trk_inf_015_post_151,2025-07-11,304.0
plog_9908,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,304.0
plog_9909,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,120.0
plog_9910,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,96.0
plog_9911,inf_015,Order,015,trk_inf_015_post_151,2025-07-12,72.0
plog_9912,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,96.0
plog_9913,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,96.0
plog_9914,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,120.0
plog_9915,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,304.0
plog_9916,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,96.0
plog_9917,inf_015,Order,015,trk_inf_015_post_151,2025-07-12,120.0
plog_9918,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,304.0
plog_9919,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,72.0
plog_9920,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,120.0
plog_9921,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,120.0
plog_9922,inf_015,Order,015,trk_inf_015_post_151,2025-07-11,120.0
plog_9923,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,96.0
plog_9924,inf_015,Order,015,trk_inf_015_post_151,2025-07-12,304.0
plog_9925,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,120.0
plog_9926,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,96.0
plog_9927,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,120.0
plog_9928,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,120.0
plog_9929,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,96.0
plog_9930,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,72.0
plog_9931,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,304.0
plog_9932,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,120.0
plog_9933,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,304.0
plog_9934,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,120.0
plog_9935,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,120.0
plog_9936,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,96.0
plog_9937,inf_015,Order,015,trk_inf_015_post_151,2025-07-14,304.0
plog_9938,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,72.0
plog_9939,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,72.0
plog_9940,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,120.0
plog_9941,inf_015,Order,015,trk_inf_015_post_151,2025-07-09,96.0
plog_9942,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,120.0
plog_9943,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,304.0
plog_9944,inf_015,Order,015,trk_inf_015_post_151,2025-07-15,72.0
plog_9945,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,72.0
plog_9946,inf_015,Order,015,trk_inf_015_post_151,2025-07-10,96.0
plog_9947,inf_015,Order,015,trk_inf_015_post_151,2025-07-12,120.0
plog_9948,inf_015,Order,015,trk_inf_015_post_151,2025-07-13,72.0
plog_12797,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,52.0
plog_12798,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,76.0
plog_12799,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,64.0
plog_12800,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,76.0
plog_12801,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12802,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12803,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,144.0
plog_12804,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,52.0
plog_12805,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,76.0
plog_12806,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,76.0
plog_12807,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,76.0
plog_12808,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,52.0
plog_12809,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,76.0
plog_12810,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12811,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,144.0
plog_12812,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,64.0
plog_12813,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,64.0
plog_12814,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,52.0
plog_12815,inf_015,Order,015,trk_inf_015_post_176,2025-06-24,76.0
plog_12816,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,76.0
plog_12817,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,64.0
plog_12818,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,76.0
plog_12819,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,144.0
plog_12820,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,64.0
plog_12821,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12822,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,64.0
plog_12823,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,144.0
plog_12824,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,144.0
plog_12825,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,64.0
plog_12826,inf_015,Order,015,trk_inf_015_post_176,2025-06-24,144.0
plog_12827,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,52.0
plog_12828,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,64.0
plog_12829,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,64.0
plog_12830,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,76.0
plog_12831,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,144.0
plog_12832,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,144.0
plog_12833,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,76.0
plog_12834,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,144.0
plog_12835,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,76.0
plog_12836,inf_015,Order,015,trk_inf_015_post_176,2025-06-24,76.0
plog_12837,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,52.0
plog_12838,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,144.0
plog_12839,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,144.0
plog_12840,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,52.0
plog_12841,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,76.0
plog_12842,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12843,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,52.0
plog_12844,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,76.0
plog_12845,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,144.0
plog_12846,inf_015,Order,015,trk_inf_015_post_176,2025-06-24,52.0
plog_12847,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,64.0
plog_12848,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,144.0
plog_12849,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12850,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,76.0
plog_12851,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,52.0
plog_12852,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,144.0
plog_12853,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12854,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,144.0
plog_12855,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,144.0
plog_12856,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,144.0
plog_12857,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,76.0
plog_12858,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,76.0
plog_12859,inf_015,Order,015,trk_inf_015_post_176,2025-06-20,76.0
plog_12860,inf_015,Order,015,trk_inf_015_post_176,2025-06-21,144.0
plog_12861,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12862,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,64.0
plog_12863,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12864,inf_015,Order,015,trk_inf_015_post_176,2025-06-25,144.0
plog_12865,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,144.0
plog_12866,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,52.0
plog_12867,inf_015,Order,015,trk_inf_015_post_176,2025-06-23,64.0
plog_12868,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,76.0
plog_12869,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,52.0
plog_12870,inf_015,Order,015,trk_inf_015_post_176,2025-06-26,76.0
plog_12871,inf_015,Order,015,trk_inf_015_post_176,2025-06-22,76.0
